seqid,source,type,start,end,score,strand,phase,attributes,Bd_1_20,Bd_1_29,Bd_2_20,Bd_2_29,Bd_4_20,Bd_4_29,Bd_5_20,Bd_5_29
NODE_20_length_45658_cov_101.596235,KBase,gene,40027,40727,.,-,0,ID=MOxSPAdes.Assembly_NODE_20_length_45658_cov_101.596235_37; product=,0,1,3,5,110,0,92,11
NODE_20_length_45658_cov_101.596235,KBase,gene,40325,41409,.,-,0,ID=MOxSPAdes.Assembly_NODE_20_length_45658_cov_101.596235_38; product=,1,6,34,16,127,2,138,77
NODE_20_length_45658_cov_101.596235,KBase,gene,42170,42564,.,-,0,ID=MOxSPAdes.Assembly_NODE_20_length_45658_cov_101.596235_39; product=,0,5,25,16,130,1,118,55
NODE_20_length_45658_cov_101.596235,KBase,gene,42886,43397,.,-,0,ID=MOxSPAdes.Assembly_NODE_20_length_45658_cov_101.596235_40; product=,12,7,24,68,125,2,95,124
NODE_20_length_45658_cov_101.596235,KBase,gene,43475,43902,.,-,0,ID=MOxSPAdes.Assembly_NODE_20_length_45658_cov_101.596235_41; product=,5,20,122,44,87,14,102,353
NODE_20_length_45658_cov_101.596235,KBase,gene,44132,44406,.,-,0,ID=MOxSPAdes.Assembly_NODE_20_length_45658_cov_101.596235_42; product=,4,7,104,62,212,8,195,192
NODE_20_length_45658_cov_101.596235,KBase,gene,44807,45657,.,+,0,ID=MOxSPAdes.Assembly_NODE_20_length_45658_cov_101.596235_43; product=,0,8,38,41,153,5,164,154
NODE_210_length_7910_cov_103.043406,KBase,gene,2,1362,.,+,0,ID=MOxSPAdes.Assembly_NODE_210_length_7910_cov_103.043406_1; product=two-component system%2C NtrC family%2C sensor histidine kinase KinB %5BEC:2.7.13.3%5D; ko=KO:K11383,1,3,96,47,165,1,179,89
NODE_210_length_7910_cov_103.043406,KBase,gene,658,3278,.,-,0,ID=MOxSPAdes.Assembly_NODE_210_length_7910_cov_103.043406_5; product=,0,2,0,2,5,0,6,6
NODE_210_length_7910_cov_103.043406,KBase,gene,1410,1915,.,+,0,ID=MOxSPAdes.Assembly_NODE_210_length_7910_cov_103.043406_2; product=,0,0,0,0,0,0,0,0
NODE_210_length_7910_cov_103.043406,KBase,gene,1973,2433,.,+,0,ID=MOxSPAdes.Assembly_NODE_210_length_7910_cov_103.043406_3; product=,0,0,0,0,0,0,0,0
NODE_210_length_7910_cov_103.043406,KBase,gene,2441,3153,.,+,0,ID=MOxSPAdes.Assembly_NODE_210_length_7910_cov_103.043406_4; product=,0,0,0,0,0,0,0,0
NODE_210_length_7910_cov_103.043406,KBase,gene,4437,6172,.,-,0,ID=MOxSPAdes.Assembly_NODE_210_length_7910_cov_103.043406_6; product=,3,109,138,679,504,53,441,2178
NODE_211_length_7893_cov_104.735031,KBase,gene,159,1579,.,+,0,ID=MOxSPAdes.Assembly_NODE_211_length_7893_cov_104.735031_1; product=,50,84,902,848,552,53,520,1451
NODE_211_length_7893_cov_104.735031,KBase,gene,1647,3076,.,+,0,ID=MOxSPAdes.Assembly_NODE_211_length_7893_cov_104.735031_2; product=,7,31,411,166,501,16,524,397
NODE_211_length_7893_cov_104.735031,KBase,gene,2922,4087,.,-,0,ID=MOxSPAdes.Assembly_NODE_211_length_7893_cov_104.735031_3; product=,35,35,264,1131,164,57,139,1002
NODE_211_length_7893_cov_104.735031,KBase,gene,4525,5279,.,-,0,ID=MOxSPAdes.Assembly_NODE_211_length_7893_cov_104.735031_4; product=,1,0,2,7,118,0,119,20
NODE_211_length_7893_cov_104.735031,KBase,gene,4943,6417,.,-,0,ID=MOxSPAdes.Assembly_NODE_211_length_7893_cov_104.735031_5; product=iron complex outermembrane recepter protein; ko=KO:K02014,6,9,44,88,143,4,171,145
NODE_212_length_7804_cov_105.319529,KBase,gene,2,411,.,+,0,ID=MOxSPAdes.Assembly_NODE_212_length_7804_cov_105.319529_1; product=,0,0,5,3,130,1,112,14
NODE_212_length_7804_cov_105.319529,KBase,gene,1074,1300,.,+,0,ID=MOxSPAdes.Assembly_NODE_212_length_7804_cov_105.319529_2; product=,8,2,70,56,33,1,23,89
NODE_212_length_7804_cov_105.319529,KBase,gene,1288,2144,.,+,0,ID=MOxSPAdes.Assembly_NODE_212_length_7804_cov_105.319529_3; product=,1,1,18,44,14,2,17,45
NODE_212_length_7804_cov_105.319529,KBase,gene,1552,4001,.,-,0,ID=MOxSPAdes.Assembly_NODE_212_length_7804_cov_105.319529_7; product=ATP-dependent helicase Lhr and Lhr-like helicase %5BEC:3.6.4.13 5.6.2.4%5D; ko=KO:K03724,10,80,543,372,388,26,365,848
NODE_212_length_7804_cov_105.319529,KBase,gene,1899,2548,.,-,0,ID=MOxSPAdes.Assembly_NODE_212_length_7804_cov_105.319529_5; product=uncharacterized protein; ko=KO:K06953,0,0,0,0,0,0,0,0
NODE_212_length_7804_cov_105.319529,KBase,gene,1909,2168,.,-,0,ID=MOxSPAdes.Assembly_NODE_212_length_7804_cov_105.319529_4; product=,0,0,0,0,0,0,0,0
NODE_212_length_7804_cov_105.319529,KBase,gene,2654,3255,.,-,0,ID=MOxSPAdes.Assembly_NODE_212_length_7804_cov_105.319529_6; product=2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase %5BEC:5.4.2.11%5D; ko=KO:K01834,0,0,0,0,0,0,0,0
NODE_212_length_7804_cov_105.319529,KBase,gene,5105,6453,.,-,0,ID=MOxSPAdes.Assembly_NODE_212_length_7804_cov_105.319529_8; product=,6,105,568,164,707,53,680,976
NODE_213_length_7801_cov_107.894744,KBase,gene,2,120,.,+,0,ID=MOxSPAdes.Assembly_NODE_213_length_7801_cov_107.894744_1; product=,3,5,81,19,15,1,17,21
NODE_213_length_7801_cov_107.894744,KBase,gene,331,1580,.,+,0,ID=MOxSPAdes.Assembly_NODE_213_length_7801_cov_107.894744_2; product=,13,17,257,217,367,16,396,388
NODE_213_length_7801_cov_107.894744,KBase,gene,1697,2367,.,+,0,ID=MOxSPAdes.Assembly_NODE_213_length_7801_cov_107.894744_3; product=,3,10,81,117,222,18,200,284
NODE_213_length_7801_cov_107.894744,KBase,gene,2643,5137,.,+,0,ID=MOxSPAdes.Assembly_NODE_213_length_7801_cov_107.894744_4; product=,79,505,3262,2325,1578,256,1588,8410
NODE_213_length_7801_cov_107.894744,KBase,gene,5204,6072,.,+,0,ID=MOxSPAdes.Assembly_NODE_213_length_7801_cov_107.894744_5; product=membrane-bound lytic murein transglycosylase D %5BEC:4.2.2.-%5D; ko=KO:K08307,19,125,801,1063,330,89,370,1664
NODE_213_length_7801_cov_107.894744,KBase,gene,6576,6988,.,+,0,ID=MOxSPAdes.Assembly_NODE_213_length_7801_cov_107.894744_6; product=,725,387,2531,3149,956,149,1091,2672
NODE_213_length_7801_cov_107.894744,KBase,gene,7183,7799,.,+,0,ID=MOxSPAdes.Assembly_NODE_213_length_7801_cov_107.894744_7; product=,6,44,159,151,132,15,179,283
NODE_214_length_7801_cov_104.775505,KBase,gene,-1238,347,.,-,0,ID=MOxSPAdes.Assembly_NODE_214_length_7801_cov_104.775505_2; product=,1,6,71,38,123,5,133,143
NODE_214_length_7801_cov_104.775505,KBase,gene,-301,3,.,-,0,ID=MOxSPAdes.Assembly_NODE_214_length_7801_cov_104.775505_1; product=,0,0,0,0,0,0,0,0
NODE_214_length_7801_cov_104.775505,KBase,gene,1276,2174,.,-,0,ID=MOxSPAdes.Assembly_NODE_214_length_7801_cov_104.775505_3; product=magnesium transporter; ko=KO:K03284,14,21,208,219,263,16,203,407
NODE_214_length_7801_cov_104.775505,KBase,gene,3034,4250,.,-,0,ID=MOxSPAdes.Assembly_NODE_214_length_7801_cov_104.775505_5; product=,1,7,36,35,39,6,31,120
NODE_214_length_7801_cov_104.775505,KBase,gene,3148,4169,.,+,0,ID=MOxSPAdes.Assembly_NODE_214_length_7801_cov_104.775505_4; product=3-oxoacyl-%5Bacyl-carrier-protein%5D synthase III %5BEC:2.3.1.180%5D; ko=KO:K00648,0,0,0,0,0,0,0,0
NODE_214_length_7801_cov_104.775505,KBase,gene,5705,7329,.,+,0,ID=MOxSPAdes.Assembly_NODE_214_length_7801_cov_104.775505_6; product=,51,48,821,551,457,49,413,1187
NODE_215_length_7669_cov_107.464305,KBase,gene,-2356,396,.,-,0,ID=MOxSPAdes.Assembly_NODE_215_length_7669_cov_107.464305_2; product=,0,4,31,12,37,0,51,42
NODE_215_length_7669_cov_107.464305,KBase,gene,-372,1,.,-,0,ID=MOxSPAdes.Assembly_NODE_215_length_7669_cov_107.464305_1; product=,0,0,0,0,0,0,0,0
NODE_215_length_7669_cov_107.464305,KBase,gene,2277,3289,.,-,0,ID=MOxSPAdes.Assembly_NODE_215_length_7669_cov_107.464305_3; product=UDP-N-acetylmuramate dehydrogenase %5BEC:1.3.1.98%5D; ko=KO:K00075,9,9,73,119,255,4,216,161
NODE_215_length_7669_cov_107.464305,KBase,gene,3627,4801,.,-,0,ID=MOxSPAdes.Assembly_NODE_215_length_7669_cov_107.464305_5; product=,5,8,209,115,229,11,183,290
NODE_215_length_7669_cov_107.464305,KBase,gene,3822,4306,.,-,0,ID=MOxSPAdes.Assembly_NODE_215_length_7669_cov_107.464305_4; product=,0,0,0,0,0,0,0,0
NODE_215_length_7669_cov_107.464305,KBase,gene,6220,7667,.,+,0,ID=MOxSPAdes.Assembly_NODE_215_length_7669_cov_107.464305_6; product=,7,295,503,871,353,81,342,3752
NODE_216_length_7651_cov_107.898997,KBase,gene,1,1283,.,+,0,ID=MOxSPAdes.Assembly_NODE_216_length_7651_cov_107.898997_1; product=,159,1248,2450,8708,1023,659,1153,16833
NODE_216_length_7651_cov_107.898997,KBase,gene,1419,1999,.,+,0,ID=MOxSPAdes.Assembly_NODE_216_length_7651_cov_107.898997_2; product=,31,100,690,1047,396,61,427,1454
NODE_216_length_7651_cov_107.898997,KBase,gene,2214,2896,.,+,0,ID=MOxSPAdes.Assembly_NODE_216_length_7651_cov_107.898997_3; product=phosphatidate cytidylyltransferase %5BEC:2.7.7.41%5D; ko=KO:K00981,4,2,36,47,22,2,32,79
NODE_216_length_7651_cov_107.898997,KBase,gene,2261,4098,.,-,0,ID=MOxSPAdes.Assembly_NODE_216_length_7651_cov_107.898997_6; product=ATP-binding cassette%2C subfamily B%2C bacterial MsbA %5BEC:7.5.2.6%5D; ko=KO:K11085,0,11,30,78,78,3,57,168
NODE_216_length_7651_cov_107.898997,KBase,gene,2902,3554,.,+,0,ID=MOxSPAdes.Assembly_NODE_216_length_7651_cov_107.898997_4; product=phosphatidylserine decarboxylase %5BEC:4.1.1.65%5D; ko=KO:K01613,0,0,0,0,0,0,0,0
NODE_216_length_7651_cov_107.898997,KBase,gene,3376,3725,.,-,0,ID=MOxSPAdes.Assembly_NODE_216_length_7651_cov_107.898997_5; product=,0,0,0,0,0,0,0,0
NODE_216_length_7651_cov_107.898997,KBase,gene,5247,6169,.,-,0,ID=MOxSPAdes.Assembly_NODE_216_length_7651_cov_107.898997_7; product=,9,71,237,299,232,30,246,1066
NODE_216_length_7651_cov_107.898997,KBase,gene,6873,7261,.,-,0,ID=MOxSPAdes.Assembly_NODE_216_length_7651_cov_107.898997_8; product=,30,33,170,278,180,11,134,412
NODE_217_length_7648_cov_106.154933,KBase,gene,1,905,.,+,0,ID=MOxSPAdes.Assembly_NODE_217_length_7648_cov_106.154933_1; product=,3,59,334,426,556,36,393,872
NODE_217_length_7648_cov_106.154933,KBase,gene,927,2617,.,+,0,ID=MOxSPAdes.Assembly_NODE_217_length_7648_cov_106.154933_2; product=,12,41,764,500,428,35,395,931
NODE_217_length_7648_cov_106.154933,KBase,gene,2195,4920,.,-,0,ID=MOxSPAdes.Assembly_NODE_217_length_7648_cov_106.154933_5; product=zinc protease %5BEC:3.4.24.-%5D; ko=KO:K07263,1,1,21,28,36,1,43,70
NODE_217_length_7648_cov_106.154933,KBase,gene,2845,3719,.,+,0,ID=MOxSPAdes.Assembly_NODE_217_length_7648_cov_106.154933_3; product=,0,0,0,0,0,0,0,0
NODE_217_length_7648_cov_106.154933,KBase,gene,3751,4790,.,+,0,ID=MOxSPAdes.Assembly_NODE_217_length_7648_cov_106.154933_4; product=,0,0,0,0,0,0,0,0
NODE_218_length_7606_cov_98.458228,KBase,gene,-2692,1572,.,-,0,ID=MOxSPAdes.Assembly_NODE_218_length_7606_cov_98.458228_4; product=4%27-phosphopantetheinyl transferase %5BEC:2.7.8.-%5D; ko=KO:K06133,39,21,159,76,233,7,162,420
NODE_218_length_7606_cov_98.458228,KBase,gene,-516,1,.,-,0,ID=MOxSPAdes.Assembly_NODE_218_length_7606_cov_98.458228_1; product=,0,0,0,0,0,0,0,0
NODE_218_length_7606_cov_98.458228,KBase,gene,-269,512,.,-,0,ID=MOxSPAdes.Assembly_NODE_218_length_7606_cov_98.458228_2; product=,0,0,0,0,0,0,0,0
NODE_218_length_7606_cov_98.458228,KBase,gene,987,1285,.,-,0,ID=MOxSPAdes.Assembly_NODE_218_length_7606_cov_98.458228_3; product=,0,0,0,0,0,0,0,0
NODE_218_length_7606_cov_98.458228,KBase,gene,4110,5857,.,-,0,ID=MOxSPAdes.Assembly_NODE_218_length_7606_cov_98.458228_5; product=,5,68,751,126,668,40,606,1650
NODE_219_length_7584_cov_103.449447,KBase,gene,1,6431,.,+,0,ID=MOxSPAdes.Assembly_NODE_219_length_7584_cov_103.449447_1; product=,43,196,987,1164,2450,113,2082,2717
NODE_219_length_7584_cov_103.449447,KBase,gene,6540,6916,.,+,0,ID=MOxSPAdes.Assembly_NODE_219_length_7584_cov_103.449447_2; product=glycine cleavage system H protein; ko=KO:K02437,233,78,724,1072,316,42,377,1867
NODE_21_length_45586_cov_107.280626,KBase,gene,-583,3,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_1; product=,0,0,0,0,2,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,772,1322,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_2; product=,1,9,34,43,194,3,112,26
NODE_21_length_45586_cov_107.280626,KBase,gene,1416,3391,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_3; product=,75,91,1250,1203,1105,63,989,1696
NODE_21_length_45586_cov_107.280626,KBase,gene,3501,4525,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_4; product=,6,32,130,232,374,23,348,387
NODE_21_length_45586_cov_107.280626,KBase,gene,4677,5122,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_5; product=,10,14,241,121,140,3,150,236
NODE_21_length_45586_cov_107.280626,KBase,gene,5398,7214,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_6; product=,30,91,1616,1195,605,76,654,1854
NODE_21_length_45586_cov_107.280626,KBase,gene,6941,8181,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_8; product=,16,27,218,317,49,16,42,297
NODE_21_length_45586_cov_107.280626,KBase,gene,7421,8073,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_7; product=,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,9148,10214,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_11; product=HTH-type transcriptional regulator / antitoxin HigA; ko=KO:K18831,276,213,1555,2607,228,111,277,2841
NODE_21_length_45586_cov_107.280626,KBase,gene,9259,9431,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_9; product=,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,9362,9789,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_10; product=,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,10831,11396,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_12; product=putative DNA-invertase from lambdoid prophage Rac; ko=KO:K14060,406,177,2098,2209,374,142,386,2076
NODE_21_length_45586_cov_107.280626,KBase,gene,12133,12986,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_14; product=,0,0,0,1,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,12157,13004,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_13; product=,5,3,23,29,15,0,11,45
NODE_21_length_45586_cov_107.280626,KBase,gene,14276,16053,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_15; product=,29,6,174,103,160,8,146,191
NODE_21_length_45586_cov_107.280626,KBase,gene,15050,16032,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_16; product=,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,16046,17874,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_18; product=putative transposase; ko=KO:K07497,29,25,551,280,401,15,381,464
NODE_21_length_45586_cov_107.280626,KBase,gene,16132,17015,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_17; product=,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,19056,19696,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_19; product=,82,25,621,352,252,16,218,610
NODE_21_length_45586_cov_107.280626,KBase,gene,20403,21124,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_20; product=magnesium chelatase family protein; ko=KO:K07391,0,0,2,2,12,0,4,3
NODE_21_length_45586_cov_107.280626,KBase,gene,20508,21730,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_22; product=,0,0,0,1,22,0,15,4
NODE_21_length_45586_cov_107.280626,KBase,gene,21228,21631,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_21; product=,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,21809,24015,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_25; product=,4,20,137,276,624,20,574,483
NODE_21_length_45586_cov_107.280626,KBase,gene,22987,23462,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_24; product=,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,23163,23443,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_23; product=,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,24720,27268,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_28; product=,72,247,2405,1506,1606,180,1604,4565
NODE_21_length_45586_cov_107.280626,KBase,gene,26297,26742,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_26; product=heat shock protein HslJ; ko=KO:K03668,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,26442,26851,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_27; product=,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,29345,29823,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_29; product=,1,5,18,1,126,0,141,6
NODE_21_length_45586_cov_107.280626,KBase,gene,29756,30462,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_30; product=,0,0,47,21,149,1,119,23
NODE_21_length_45586_cov_107.280626,KBase,gene,31363,32585,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_31; product=GTPase; ko=KO:K03665,115,407,2226,4165,722,243,879,6361
NODE_21_length_45586_cov_107.280626,KBase,gene,32586,33214,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_32; product=,48,96,679,1097,200,59,208,1695
NODE_21_length_45586_cov_107.280626,KBase,gene,33239,34524,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_33; product=monovalent cation:H%2B antiporter%2C CPA1 family; ko=KO:K03316,40,99,615,1076,641,75,526,1713
NODE_21_length_45586_cov_107.280626,KBase,gene,34543,35264,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_34; product=,12,28,181,293,224,26,179,517
NODE_21_length_45586_cov_107.280626,KBase,gene,35384,36051,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_35; product=,3,4,95,177,119,10,111,298
NODE_21_length_45586_cov_107.280626,KBase,gene,36070,38084,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_36; product=,38,32,682,579,556,22,442,956
NODE_21_length_45586_cov_107.280626,KBase,gene,38086,39323,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_37; product=,3,3,139,95,173,3,120,203
NODE_21_length_45586_cov_107.280626,KBase,gene,39352,39689,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_38; product=,5,3,43,22,52,2,55,68
NODE_21_length_45586_cov_107.280626,KBase,gene,39757,40826,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_39; product=Ca2%2B:H%2B antiporter; ko=KO:K07300,56,176,534,1394,523,82,480,2146
NODE_21_length_45586_cov_107.280626,KBase,gene,40480,40859,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_40; product=hemoglobin; ko=KO:K06886,11,1,60,39,40,1,43,56
NODE_21_length_45586_cov_107.280626,KBase,gene,41385,42355,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_41; product=inward rectifier potassium channel; ko=KO:K08715,9,20,109,141,200,12,145,357
NODE_21_length_45586_cov_107.280626,KBase,gene,42357,42844,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_42; product=uncharacterized protein; ko=KO:K06940,2,4,14,4,18,2,12,25
NODE_21_length_45586_cov_107.280626,KBase,gene,42582,43939,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_45; product=glutamate dehydrogenase %28NADP%2B%29 %5BEC:1.4.1.4%5D; ko=KO:K00262,10,7,72,93,94,6,106,113
NODE_21_length_45586_cov_107.280626,KBase,gene,43074,43441,.,-,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_44; product=uncharacterized protein; ko=KO:K05937,0,0,0,0,0,0,0,0
NODE_21_length_45586_cov_107.280626,KBase,gene,43079,43395,.,+,0,ID=MOxSPAdes.Assembly_NODE_21_length_45586_cov_107.280626_43; product=,0,0,0,0,0,0,0,0
NODE_220_length_7527_cov_101.849799,KBase,gene,-852,742,.,-,0,ID=MOxSPAdes.Assembly_NODE_220_length_7527_cov_101.849799_2; product=pyruvate dehydrogenase E2 component %28dihydrolipoamide acetyltransferase%29 %5BEC:2.3.1.12%5D; ko=KO:K00627,22,51,407,498,181,37,190,843
NODE_220_length_7527_cov_101.849799,KBase,gene,-459,1,.,-,0,ID=MOxSPAdes.Assembly_NODE_220_length_7527_cov_101.849799_1; product=,0,0,0,0,0,0,0,0
NODE_220_length_7527_cov_101.849799,KBase,gene,1447,2447,.,-,0,ID=MOxSPAdes.Assembly_NODE_220_length_7527_cov_101.849799_3; product=pyruvate dehydrogenase E1 component alpha subunit %5BEC:1.2.4.1%5D; ko=KO:K00161,44,134,1172,543,607,108,606,2523
NODE_220_length_7527_cov_101.849799,KBase,gene,3339,3766,.,-,0,ID=MOxSPAdes.Assembly_NODE_220_length_7527_cov_101.849799_4; product=,49,48,414,613,222,38,260,942
NODE_220_length_7527_cov_101.849799,KBase,gene,4488,5089,.,+,0,ID=MOxSPAdes.Assembly_NODE_220_length_7527_cov_101.849799_5; product=,19,23,224,225,150,20,99,347
NODE_220_length_7527_cov_101.849799,KBase,gene,5099,5592,.,+,0,ID=MOxSPAdes.Assembly_NODE_220_length_7527_cov_101.849799_6; product=BlaI family transcriptional regulator%2C penicillinase repressor; ko=KO:K02171,4,7,17,100,11,4,11,110
NODE_220_length_7527_cov_101.849799,KBase,gene,5266,5627,.,-,0,ID=MOxSPAdes.Assembly_NODE_220_length_7527_cov_101.849799_7; product=,1,23,51,346,19,12,13,335
NODE_220_length_7527_cov_101.849799,KBase,gene,6415,6827,.,+,0,ID=MOxSPAdes.Assembly_NODE_220_length_7527_cov_101.849799_8; product=,2,24,260,57,131,12,121,363
NODE_220_length_7527_cov_101.849799,KBase,gene,6925,7319,.,+,0,ID=MOxSPAdes.Assembly_NODE_220_length_7527_cov_101.849799_9; product=,14,50,673,666,390,54,426,1040
NODE_220_length_7527_cov_101.849799,KBase,gene,7317,7525,.,+,0,ID=MOxSPAdes.Assembly_NODE_220_length_7527_cov_101.849799_10; product=,2,7,81,77,36,5,39,135
NODE_221_length_7502_cov_103.362694,KBase,gene,1,1055,.,+,0,ID=MOxSPAdes.Assembly_NODE_221_length_7502_cov_103.362694_1; product=,1,3,8,23,170,4,99,47
NODE_221_length_7502_cov_103.362694,KBase,gene,724,2657,.,-,0,ID=MOxSPAdes.Assembly_NODE_221_length_7502_cov_103.362694_4; product=,11,19,127,249,205,15,197,235
NODE_221_length_7502_cov_103.362694,KBase,gene,940,1736,.,-,0,ID=MOxSPAdes.Assembly_NODE_221_length_7502_cov_103.362694_3; product=,0,0,0,0,0,0,0,0
NODE_221_length_7502_cov_103.362694,KBase,gene,1046,1731,.,+,0,ID=MOxSPAdes.Assembly_NODE_221_length_7502_cov_103.362694_2; product=,0,0,0,0,0,0,0,0
NODE_221_length_7502_cov_103.362694,KBase,gene,3799,4679,.,-,0,ID=MOxSPAdes.Assembly_NODE_221_length_7502_cov_103.362694_5; product=2%2C4-dienoyl-CoA reductase %5B%283E%29-enoyl-CoA-producing%5D%2C mitochondrial %5BEC:1.3.1.124%5D; ko=KO:K13236,0,48,78,108,319,14,246,646
NODE_221_length_7502_cov_103.362694,KBase,gene,5341,5750,.,-,0,ID=MOxSPAdes.Assembly_NODE_221_length_7502_cov_103.362694_6; product=,10,8,67,90,100,8,85,41
NODE_221_length_7502_cov_103.362694,KBase,gene,6332,7500,.,+,0,ID=MOxSPAdes.Assembly_NODE_221_length_7502_cov_103.362694_7; product=,4,13,65,94,288,3,254,129
NODE_222_length_7421_cov_102.998230,KBase,gene,-1210,3,.,-,0,ID=MOxSPAdes.Assembly_NODE_222_length_7421_cov_102.998230_1; product=,0,0,7,1,5,1,2,7
NODE_222_length_7421_cov_102.998230,KBase,gene,463,1232,.,-,0,ID=MOxSPAdes.Assembly_NODE_222_length_7421_cov_102.998230_2; product=,44,82,966,1027,486,50,470,1655
NODE_222_length_7421_cov_102.998230,KBase,gene,2174,3021,.,+,0,ID=MOxSPAdes.Assembly_NODE_222_length_7421_cov_102.998230_3; product=pantoate--beta-alanine ligase %5BEC:6.3.2.1%5D; ko=KO:K01918,22,68,451,839,319,47,294,1246
NODE_222_length_7421_cov_102.998230,KBase,gene,2871,3223,.,-,0,ID=MOxSPAdes.Assembly_NODE_222_length_7421_cov_102.998230_4; product=,0,0,16,14,39,0,28,17
NODE_222_length_7421_cov_102.998230,KBase,gene,4124,4638,.,+,0,ID=MOxSPAdes.Assembly_NODE_222_length_7421_cov_102.998230_5; product=shikimate kinase %5BEC:2.7.1.71%5D; ko=KO:K00891,0,0,0,3,5,0,2,5
